ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
2015-07-18,28870,18.4,76.3,86,68,9.5,0,Saturday,7
2015-07-19,28531,19.2,84.3,93.9,72,5.9,0.18,Sunday,7
2015-07-20,34889,15,89.1,95,78.1,7.1,0,Monday,7
2015-07-21,38499,14.5,86,95,80.1,6.3,0,Tuesday,7
2015-07-22,42557,15.7,77.1,91.9,71.1,11.8,0,Wednesday,7
2015-07-23,42175,14.8,77.1,86,71.1,9.2,0,Thursday,7
2015-07-24,40330,15.1,78.2,84.9,71.1,5.4,0,Friday,7
2015-07-25,31639,20.2,78.1,84.9,71.1,6.3,0,Saturday,7
2015-07-26,30543,18.4,79.8,89.1,71.1,9.6,0,Sunday,7
2015-07-27,38747,15.5,79.9,89.1,75,8.6,0.05,Monday,7
2015-07-28,40434,14,82.8,93.9,75.9,5.0,0,Tuesday,7
2015-07-29,39428,13.7,86.3,95,75.9,5.8,0,Wednesday,7
2015-07-30,31166,13.4,82.1,95,75,8.8,0,Thursday,7
2015-07-31,38571,15,81.1,91,73.9,6.8,1.62,Friday,7
2015-08-01,35179,20,83.7,91,73.9,7.8,0,Saturday,8
2015-08-02,31622,19.2,81,90,73,6.5,0,Sunday,8
2015-08-03,38888,14.9,82.5,91.9,73,9.1,0,Monday,8
2015-08-04,40783,14.2,83.1,91,69.8,9.7,0.3,Tuesday,8
2015-08-05,41075,14.3,80.5,91,70,6.3,0,Wednesday,8
2015-08-06,42283,14.3,76.3,88,64.9,6.7,0,Thursday,8
2015-08-07,40999,15.6,75.8,82,69.1,8.3,0,Friday,8
2015-08-08,38723,21.2,74.7,82,69.1,6.0,0,Saturday,8
2015-08-09,32716,24.3,75.7,87.1,69.1,6.8,0,Sunday,8
2015-08-10,39870,20.9,74.5,84,70,8.5,0,Monday,8
2015-08-11,25066,21.2,75.1,82.4,71.1,10.9,0.67,Tuesday,8
2015-08-12,42994,18.3,77.3,84.9,71.1,9.4,0.51,Wednesday,8
2015-08-13,42170,17.9,75.7,84.9,69.1,7.6,0,Thursday,8
2015-08-14,39983,16.1,78.9,88,69.1,5.2,0,Friday,8
2015-08-15,37821,21.4,81.4,91.9,71.1,6.5,0,Saturday,8
2015-08-16,30344,19.5,82.8,91.9,73.9,4.9,0,Sunday,8
2015-08-17,37449,14.1,84.7,93,77,4.8,0,Monday,8
2015-08-18,39916,14.1,83.4,93,77,8.5,0,Tuesday,8
2015-08-19,40726,15.1,80.2,89.1,75.9,9.6,0,Wednesday,8
2015-08-20,39280,14.2,81,87.1,75.9,11.0,0,Thursday,8
2015-08-21,38038,14.4,78.7,87.1,71.1,9.1,0.32,Friday,8
2015-08-22,34277,20,76.6,86,70,6.8,0,Saturday,8
2015-08-23,33071,18.2,75.8,84,70,5.9,0,Sunday,8
2015-08-24,38943,14.5,78.5,86,71.1,5.5,0,Monday,8
2015-08-25,41655,16.3,80.6,88,73,8.3,0,Tuesday,8
2015-08-26,42832,14.3,76.9,88,69.1,9.3,0,Wednesday,8
2015-08-27,43173,14.4,74.2,82.9,68,9.0,0,Thursday,8
2015-08-28,41755,15.3,73.1,82.9,66,5.3,0,Friday,8
2015-08-29,34381,21.1,76.8,84.9,66,5.3,0,Saturday,8
2015-08-30,32913,18.8,79.1,90,70,7.4,0,Sunday,8
2015-08-31,40119,14.1,82.7,91.9,72,7.5,0.08,Monday,8
2015-09-01,43291,14.2,82.6,91.9,75.9,6.3,0,Tuesday,9
2015-09-02,43225,15.4,80.2,88,75,5.6,0,Wednesday,9
2015-09-03,42879,13.9,82.6,93,75,4.9,0,Thursday,9
2015-09-04,39956,15.9,80.3,93,75,8.6,0,Friday,9
2015-09-05,34005,20.4,72.9,84,66.9,8.7,0,Saturday,9
2015-09-06,33199,20.8,73.9,84,66.9,5.1,0,Sunday,9
2015-09-07,33682,19.9,77.8,90,66.9,7.9,0,Monday,9
2015-09-08,42766,15.7,83.3,95,71.1,7.8,0,Tuesday,9
2015-09-09,44005,13.6,81.1,88,75.2,10.4,0,Wednesday,9
2015-09-10,22253,12.5,75.3,89.1,72,8.5,0.66,Thursday,9
2015-09-11,47613,15.5,72.4,81,66,8.8,0.52,Friday,9
2015-09-12,33661,19.3,74.6,81,66,7.2,0,Saturday,9
2015-09-13,34794,20.1,72.6,79,68,8.8,0.22,Sunday,9
2015-09-14,44668,16.6,66.6,79,59,12.8,0.05,Monday,9
2015-09-15,48729,17.1,73.2,84,59,6.2,0,Tuesday,9
2015-09-16,51179,16.3,76.8,87.1,64.9,2.7,0,Wednesday,9
2015-09-17,50705,17.2,78,87.1,68,4.1,0,Thursday,9
2015-09-18,50285,17.8,76.9,87.1,70,5.0,0,Friday,9
2015-09-19,43011,23.1,73.9,84.9,69.1,7.7,0,Saturday,9
2015-09-20,40462,22.2,73.3,80.1,69.1,10.8,0,Sunday,9
2015-09-21,47180,16.6,65.4,75.9,59,11.0,0,Monday,9
2015-09-22,48685,16.3,66.3,73,59,10.8,0,Tuesday,9
2015-09-23,48366,17.7,67.6,79,59,6.3,0,Wednesday,9
2015-09-24,52706,18,69.9,81,59,6.4,0,Thursday,9
2015-09-25,51368,18.6,68.5,81,63,9.7,0,Friday,9
2015-09-26,42560,21.3,65.9,70,60.8,9.5,0,Saturday,9
2015-09-27,38285,20.8,62.2,70,55.9,9.1,0,Sunday,9
2015-09-28,48011,17.8,68.5,79,55.9,6.3,0,Monday,9
2015-09-29,48725,17.2,74.7,82.9,64.9,5.5,0,Tuesday,9
2015-09-30,39445,14.5,73.2,82.9,66,10.6,1.05,Wednesday,9
2015-10-01,34719,18.4,59.4,78.1,54,13.6,0.06,Thursday,10
2015-10-02,9444,18.7,53.9,57.9,50,16.3,0.13,Friday,10
2015-10-03,16564,20.2,51.6,55,48.2,21.6,1.45,Saturday,10
2015-10-04,30214,20.9,57.1,63,48.9,18.2,0.02,Sunday,10
2015-10-05,44581,18.5,57.2,64.9,51.8,11.5,0,Monday,10
2015-10-06,49719,17.5,62.4,73,52,5.0,0,Tuesday,10
2015-10-07,50141,16.4,64.6,73,55,5.5,0,Wednesday,10
2015-10-08,50179,18,64.2,73,59,5.9,0,Thursday,10
2015-10-09,37283,22,66.9,78.1,60.1,7.7,0,Friday,10
2015-10-10,39345,23.6,60,78.1,52,8.1,0.5,Saturday,10
2015-10-11,38967,25.4,59.7,70,52,6.2,0,Sunday,10
2015-10-12,45584,18.6,64.5,75.9,53.1,6.4,0,Monday,10
2015-10-13,49047,17,66.1,75.9,55.9,6.8,0,Tuesday,10
2015-10-14,49998,15.8,64.5,73,59,9.2,0,Wednesday,10
2015-10-15,48783,17.1,58.5,68,52,9.1,0,Thursday,10
2015-10-16,46484,17.6,59,64,52,10.0,0,Friday,10
2015-10-17,31809,20.5,52.9,64,48,11.6,0,Saturday,10
2015-10-18,23978,16.8,44.4,55,39,11.4,0,Sunday,10
2015-10-19,36570,16.3,43.5,53.1,37,8.1,0,Monday,10
2015-10-20,45376,16.7,56,71.1,37,10.5,0,Tuesday,10
2015-10-21,49121,16.5,65.5,75.9,48.9,5.9,0,Wednesday,10
2015-10-22,49604,17.3,65,75.9,57,7.2,0,Thursday,10
2015-10-23,44679,17.5,60,75.9,52,11.0,0,Friday,10
2015-10-24,31713,19.3,48.3,64.9,41,7.7,0,Saturday,10
2015-10-25,29289,19.5,59.3,68,41,9.1,0.01,Sunday,10
2015-10-26,42165,15.2,53,68,48,8.4,0.02,Monday,10
2015-10-27,44553,14.9,52.2,59,46,6.0,0,Tuesday,10
2015-10-28,20736,14.4,56.9,70,46,12.7,0,Wednesday,10
2015-10-29,45358,16.4,67.6,73.9,51.1,13.5,1.26,Thursday,10
2015-10-30,44518,15.9,56.8,73.9,51.1,13.4,0.01,Friday,10
2015-10-31,31756,20.5,49,60.1,43,7.8,0,Saturday,10
2015-11-01,30622,20.2,57.3,64.9,43,7.1,0,Sunday,11
2015-11-02,44534,16.6,60.2,64.9,53.1,4.9,0,Monday,11
2015-11-03,49326,18,61.3,73,51.1,2.5,0,Tuesday,11
2015-11-04,49487,16.9,61.5,73,51.1,3.6,0,Wednesday,11
2015-11-05,43006,15.3,62,71.1,55,3.3,0,Thursday,11
2015-11-06,47162,17.1,68.3,75,57,7.5,0,Friday,11
2015-11-07,35586,21.3,65.9,75,57,9.2,0,Saturday,11
2015-11-08,32317,19.8,53.5,72,48,9.9,0,Sunday,11
2015-11-09,42262,15.8,53,60.1,46,2.9,0,Monday,11
2015-11-10,21585,13,56,60.1,46,9.6,0,Tuesday,11
2015-11-11,37705,14.9,53.2,59,50,12.7,0.5,Wednesday,11
2015-11-12,37319,13.3,55.2,60.1,50,8.0,0.23,Thursday,11
2015-11-13,38970,14.5,56.8,60.1,51.1,16.1,0.01,Friday,11
2015-11-14,25299,17.2,47.8,59,45,16.2,0,Saturday,11
2015-11-15,25990,18.1,47.4,59,42.1,8.5,0,Sunday,11
2015-11-16,40916,15.3,58.8,68,42.1,5.7,0,Monday,11
2015-11-17,38939,14.4,49.1,68,41,10.7,0,Tuesday,11
2015-11-18,41485,14,50.5,59,41,7.3,0,Wednesday,11
2015-11-19,21890,14.6,59.7,64,45,11.7,0,Thursday,11
2015-11-20,38205,16.3,58.9,64.4,53.1,12.5,1.16,Friday,11
2015-11-21,28038,16.9,47.2,64,43,8.7,0,Saturday,11
2015-11-22,23343,16.7,52.1,55.9,43,7.9,0,Sunday,11
2015-11-23,30136,13.3,41.8,55.9,36,13.2,0,Monday,11
2015-11-24,32218,13.3,39.2,46.9,33.1,7.2,0,Tuesday,11
2015-11-25,30295,15.1,44,48.9,33.1,6.5,0,Wednesday,11
2015-11-26,13291,23.7,48.1,60.1,39.9,3.9,0,Thursday,11
2015-11-27,22824,18.5,55.6,64.9,41,5.0,0,Friday,11
2015-11-28,15830,18,57.2,64.9,46.9,6.8,0,Saturday,11
2015-11-29,18452,16,43,46.9,37.9,8.7,0.03,Sunday,11
2015-11-30,30213,12.7,39.8,46,33.8,10.5,0,Monday,11
2015-12-01,18399,12.9,47.1,53.6,44.1,9.6,0.13,Tuesday,12
2015-12-02,23782,13.5,48.1,55.4,46,5.1,0.24,Wednesday,12
2015-12-03,33917,13.2,51.4,57.2,46.9,11.5,0.1,Thursday,12
2015-12-04,34737,14.6,46.9,55.9,44.1,10.5,0,Friday,12
2015-12-05,26358,21.2,47.1,52,43,4.1,0,Saturday,12
2015-12-06,24943,19.7,47.1,53.1,39.9,3.6,0,Sunday,12
2015-12-07,34139,14.1,48.8,55,39.9,4.5,0,Monday,12
2015-12-08,35614,13.7,45.3,55,41,6.5,0,Tuesday,12
2015-12-09,35306,14.5,45.7,53.1,39,4.2,0,Wednesday,12
2015-12-10,39099,14.7,55,61,39,6.0,0,Thursday,12
2015-12-11,39060,15.9,54.3,61,48.9,5.4,0,Friday,12
2015-12-12,31957,20,59,66,48.9,3.6,0,Saturday,12
2015-12-13,32001,19.7,57.1,66,53.1,3.3,0,Sunday,12
2015-12-14,32518,13.5,53.7,62.1,51.1,5.6,0,Monday,12
2015-12-15,38661,13.8,60.7,64.4,55,12.4,0.39,Tuesday,12
2015-12-16,35643,13.3,50,64,45,10.8,0.11,Wednesday,12
2015-12-17,21961,14.4,53.4,59,48,6.5,0.05,Thursday,12
2015-12-18,30704,14.7,51.1,59,43,9.6,0.88,Friday,12
2015-12-19,17778,15,39.2,57,36,15.5,0.01,Saturday,12
2015-12-20,17030,16.2,39.8,44.1,36,12.0,0,Sunday,12
2015-12-21,29800,12.9,45.6,55,36,8.0,0,Monday,12
2015-12-22,22941,13.5,56.8,62.6,55,6.4,0,Tuesday,12
2015-12-23,14817,13.4,54.2,62.1,50,6.1,0.18,Wednesday,12
2015-12-24,18447,18.8,64,72,50,9.2,1.46,Thursday,12
2015-12-25,12333,34.9,60.3,72,54,2.3,0.01,Friday,12
2015-12-26,13914,23.2,54.5,64,50,7.7,0.03,Saturday,12
2015-12-27,13177,21.1,52.4,62.6,46,6.8,0.14,Sunday,12
2015-12-28,18889,14.8,44.8,62.1,39,11.7,0.02,Monday,12
2015-12-29,13347,12.1,40.2,46.9,33.8,12.7,0.37,Tuesday,12
2015-12-30,22477,15.9,41.8,48,34,4.8,0.13,Wednesday,12
2015-12-31,20376,16.8,47,48.2,46,5.7,0.17,Thursday,12
2016-01-01,11009,20.2,41.9,50,39,11.8,0.03,Friday,1
2016-01-02,14587,17.1,37.3,43,34,11.9,0,Saturday,1
2016-01-03,15499,15.7,40,46.9,34,9.9,0,Sunday,1
2016-01-04,19593,12.9,33.7,46.9,21,13.9,0,Monday,1
2016-01-05,18053,11.4,19.5,37.9,12.9,13.8,0,Tuesday,1
2016-01-06,24569,13.9,32.2,43,12.9,4.2,0,Wednesday,1
2016-01-07,27773,12.9,39,48,26.1,3.7,0,Thursday,1
2016-01-08,28709,14,40.3,48,32,7.0,0,Friday,1
2016-01-09,20846,14.8,43.7,48,34,10.8,0,Saturday,1
2016-01-10,14275,15.2,50.9,59,41,12.7,0.63,Sunday,1
2016-01-11,22937,11.9,37.8,59,30.9,16.0,0.79,Monday,1
2016-01-12,25211,12.2,32.9,45,26.1,9.0,0,Tuesday,1
2016-01-13,21133,13.3,29.3,45,24.1,16.9,0,Wednesday,1
2016-01-14,23780,13,28.7,39,24.1,11.0,0,Thursday,1
2016-01-15,28435,14.5,40.2,52,24.1,4.8,0,Friday,1
2016-01-16,19178,16.9,46.3,52,34,9.6,0.24,Saturday,1
2016-01-17,12024,16.4,38.9,46.9,30.2,9.5,0.02,Sunday,1
2016-01-18,12718,12.5,29,44.1,24.1,15.0,0.05,Monday,1
2016-01-19,17281,11.2,22.8,33.1,18,19.0,0,Tuesday,1
2016-01-20,23420,12.6,32.1,37.9,18,13.0,0,Wednesday,1
2016-01-21,23672,13.7,32.6,37.9,28,10.8,0,Thursday,1
2016-01-22,20950,14.9,27.3,37.9,21.9,10.5,0,Friday,1
2016-01-27,6761,18,44.4,48.9,35.1,10.3,0.01,Wednesday,1
2016-01-28,11946,16.8,37.9,48,28.9,5.4,0,Thursday,1
2016-01-29,16028,14.1,39.8,44.1,28.9,8.0,0,Friday,1
2016-01-30,12973,15.3,34,42.1,30,10.4,0,Saturday,1
2016-01-31,16118,16,42.4,55.9,30,6.8,0,Sunday,1
2016-02-01,24334,13.3,50.5,59,37,6.5,0,Monday,2
2016-02-02,28528,14.4,45.5,59,37.9,5.0,0,Tuesday,2
2016-02-03,16203,11.7,48.1,57,37.9,9.0,0,Wednesday,2
2016-02-04,27766,15.7,54,57.9,42.1,8.2,0.69,Thursday,2
2016-02-05,13670,13.9,39.4,57.9,32,13.7,0.31,Friday,2
2016-02-06,16933,16.4,36,44.1,32,9.3,0.05,Saturday,2
2016-02-07,17605,15.9,39.6,46,32,5.0,0,Sunday,2
2016-02-08,19026,12.8,36.7,39.9,30.2,13.5,0,Monday,2
2016-02-09,22741,13.1,30.2,41,27,8.3,0.06,Tuesday,2
2016-02-10,22420,13.5,35.4,39.9,27,7.6,0.01,Wednesday,2
2016-02-11,18748,13.5,28.1,39.9,23,17.3,99.99,Thursday,2
2016-02-12,16449,15.3,21.7,32,17.1,12.3,0.05,Friday,2
2016-02-13,6625,13.9,21.6,27,10.9,17.0,0,Saturday,2
2016-02-14,4653,15.8,8.3,24.1,1,15.8,0,Sunday,2
2016-02-15,5884,11.9,19.1,30.9,1,6.2,0,Monday,2
2016-02-16,14542,12.4,46.1,57.2,30.9,13.4,0.49,Tuesday,2
2016-02-17,23572,12.9,39.9,57,35.1,12.6,0.8,Wednesday,2
2016-02-18,22261,14.3,33.9,41,28.9,12.8,0,Thursday,2
2016-02-19,21959,13.2,30.2,37.4,25,7.6,0,Friday,2
2016-02-20,24484,20.5,47.4,62.1,25,10.1,0,Saturday,2
2016-02-21,20052,19.6,53.1,62.1,39.9,8.4,0,Sunday,2
2016-02-22,28233,14.1,46,57,39,6.1,0.05,Monday,2
2016-02-23,16133,12.9,38.8,53.1,36,13.0,0,Tuesday,2
2016-02-24,9761,11.9,39.8,55.4,35.6,14.0,0.3,Wednesday,2
2016-02-25,25102,12.4,52.7,61,36,17.1,1.48,Thursday,2
2016-02-26,22573,13,36.6,41,33.1,17.7,0.02,Friday,2
2016-02-27,17226,16.9,32.6,42.1,28,11.5,0,Saturday,2
2016-02-28,25437,21,46.3,61,28,10.1,0,Sunday,2
2016-02-29,27954,13.3,51.2,61,39,9.4,0,Monday,2
2016-03-01,30509,15.1,46.6,61,39.9,11.4,0.07,Tuesday,3
2016-03-02,26195,13.5,46.5,55.9,36,15.1,0.17,Wednesday,3
2016-03-03,24061,13.3,31.5,36,27,11.9,0,Thursday,3
2016-03-04,17369,12.7,33.7,42.1,27,10.0,0.04,Friday,3
2016-03-05,18023,16.7,34.8,42.1,30,9.4,0.04,Saturday,3
2016-03-06,18832,16.3,37.8,46.9,30,4.5,0,Sunday,3
2016-03-07,31492,16.2,45.1,61,33.1,9.3,0,Monday,3
2016-03-08,36521,15,53.9,64,37,5.8,0,Tuesday,3
2016-03-09,41490,18.3,54,75,41,5.3,0,Wednesday,3
2016-03-10,42252,17.7,70,78.1,64,6.7,0,Thursday,3
2016-03-11,38195,18.3,61.2,78.1,54,9.7,0.04,Friday,3
2016-03-12,32771,22.7,49.6,66,41,7.2,0,Saturday,3
2016-03-13,27550,22.4,56.7,64,41,5.6,0,Sunday,3
2016-03-14,10930,12.2,47.6,64,41,12.0,0.02,Monday,3
2016-03-15,31596,15.5,48,57,41,12.8,0.17,Tuesday,3
2016-03-16,36067,16.4,53.5,64.9,44.1,3.2,0,Wednesday,3
2016-03-17,35390,16.2,52.2,64.9,45,7.6,0.02,Thursday,3
2016-03-18,34647,15.5,53,64,45,13.3,0.04,Friday,3
2016-03-19,24048,18.4,43.5,57,37,7.0,0,Saturday,3
2016-03-20,16678,19,38.9,46.9,33.1,12.7,0,Sunday,3
2016-03-21,26414,13.6,39.6,50,33.1,10.4,0.14,Monday,3
2016-03-22,33497,15.6,43.8,55,37,13.6,0.07,Tuesday,3
2016-03-23,40983,17.2,57.4,71.1,50,9.1,0,Wednesday,3
2016-03-24,36495,15,50.1,71.1,44.1,11.2,0,Thursday,3
2016-03-25,34097,19.3,55.9,73,44.1,7.9,0,Friday,3
2016-03-26,27478,25.5,47,73,39,10.5,0.07,Saturday,3
2016-03-27,22483,21.4,45.8,54,39,6.8,0,Sunday,3
2016-03-28,20345,14.7,47.3,62.1,42.8,11.2,0.19,Monday,3
2016-03-29,31481,14.4,49.7,63,43,21.8,0.32,Tuesday,3
2016-03-30,33684,16.2,45.4,53.1,39,10.7,0,Wednesday,3
2016-03-31,38348,18.1,57.2,70,39,11.1,0,Thursday,3
2016-04-01,34449,17.7,62.6,79,48.9,9.1,0,Friday,4
2016-04-02,21839,18.7,56.3,79,48.9,6.9,0.01,Saturday,4
2016-04-03,15322,18.5,42.3,61,35.1,19.7,0.24,Sunday,4
2016-04-04,12302,11.2,39.7,50,35.1,9.4,0.11,Monday,4
2016-04-05,26238,15.1,33.3,45,27,13.3,0.5,Tuesday,4
2016-04-06,29365,15.3,39,48,27,9.9,0,Wednesday,4
2016-04-07,30402,13.9,52,60.1,32,12.8,0,Thursday,4
2016-04-08,30817,16.4,48.9,60.1,44.1,13.7,0.15,Friday,4
2016-04-09,12702,20.7,41.1,46.9,37.4,8.1,0,Saturday,4
2016-04-10,23229,20.4,40.5,50,33.1,11.5,0.07,Sunday,4
2016-04-11,32048,14.8,50.2,61,33.1,11.7,0,Monday,4
2016-04-12,23765,14,53.2,61,44.1,10.9,0.04,Tuesday,4
2016-04-13,37539,15.1,48.4,57.9,42.1,8.8,0.19,Wednesday,4
2016-04-14,38505,16.7,49.9,61,42.1,6.5,0,Thursday,4
2016-04-15,39676,15.3,50.8,63,43,5.2,0,Friday,4
2016-04-16,36148,21.1,52.6,64.9,44.1,6.7,0,Saturday,4
2016-04-17,38843,24.6,55.8,73.9,45,4.5,0,Sunday,4
2016-04-18,43994,17.2,62.5,80.1,48,4.4,0,Monday,4
2016-04-19,46075,15.2,65.5,80.1,48.9,8.6,0,Tuesday,4
2016-04-20,44547,17.1,58.8,69.1,51.1,10.7,0,Wednesday,4
2016-04-21,45570,16,58.8,70,50,8.2,0,Thursday,4
2016-04-22,48815,20,70,78.1,50,7.1,0,Friday,4
2016-04-23,33647,24,66.5,78.1,61,8.7,0.14,Saturday,4
2016-04-24,37866,23.7,56.5,69.1,48,9.7,0,Sunday,4
2016-04-25,42308,17.7,56.6,68,48,6.5,0,Monday,4
2016-04-26,34643,16.3,54.4,68,50,9.4,0.19,Tuesday,4
2016-04-27,41931,17.2,51.1,57.9,46.4,7.9,0.11,Wednesday,4
2016-04-28,37428,15.5,53.3,60.1,46.9,8.3,0,Thursday,4
2016-04-29,34878,18.5,52,59,48,7.8,0,Friday,4
2016-04-30,38258,25.2,52.8,63,46.9,6.2,0.02,Saturday,4
2016-05-01,10697,14.6,50.1,63,46.9,7.3,0,Sunday,5
2016-05-02,38537,17.4,50.6,61,44.6,6.1,0.15,Monday,5
2016-05-03,22858,16.1,54.5,62.1,45,7.3,0.73,Tuesday,5
2016-05-04,31619,13.7,51.3,55,48.9,9.0,0.07,Wednesday,5
2016-05-05,39903,16,51.8,57.9,46.9,11.6,0.02,Thursday,5
2016-05-06,18860,14.9,52.2,57.9,46.9,13.0,0.38,Friday,5
2016-05-07,31078,20.8,52.3,57.2,48.2,8.7,0.18,Saturday,5
2016-05-08,31197,21,55.4,64.9,48.9,9.8,0.07,Sunday,5
2016-05-09,45724,17.3,62.9,73.9,48.9,9.9,0.08,Monday,5
2016-05-10,44849,15.4,59.1,73.9,51.1,7.6,0,Tuesday,5
2016-05-11,51181,16.6,63,73.9,51.1,5.4,0,Wednesday,5
2016-05-12,52273,16.9,66.2,78.1,53.1,5.7,0,Thursday,5
2016-05-13,32391,16.2,61.6,78.1,55.9,5.7,0,Friday,5
2016-05-14,42063,23,66.2,73,57.9,6.8,0.25,Saturday,5
2016-05-15,28661,20.7,56,73,48,15.4,0,Sunday,5
2016-05-16,42787,17.3,52.8,68,44.1,16.9,0,Monday,5
2016-05-17,43396,15.7,62.3,68,44.1,9.2,0,Tuesday,5
2016-05-18,44803,16.1,59.3,69.1,55,7.2,0,Wednesday,5
2016-05-19,49182,16.1,60.9,71.1,55,5.3,0,Thursday,5
2016-05-20,52543,18.4,64.4,78.1,55.9,5.7,0,Friday,5
2016-05-21,30519,19.7,62.4,78.1,57,6.3,0,Saturday,5
2016-05-22,37802,19.8,60.7,71.1,54,6.5,0.18,Sunday,5
2016-05-23,48578,15.9,65,77,54,6.0,0.11,Monday,5
2016-05-24,34796,14.6,65.6,77,55.9,5.3,0.26,Tuesday,5
2016-05-25,53439,16.5,74.4,90,60.1,3.9,0.02,Wednesday,5
2016-05-26,52133,15.9,82.2,91.9,60.1,7.2,0,Thursday,5
2016-05-27,46937,17.4,76.6,91.9,55,7.2,0,Friday,5
2016-05-28,34222,22,79.9,91.9,66.9,8.4,0,Saturday,5
2016-05-29,36877,24.5,80,91.9,73,9.1,0,Sunday,5
2016-05-30,32619,19.6,73.5,87.1,69.1,6.6,1.53,Monday,5
2016-05-31,49756,15.3,76.7,86,69.1,7.5,0,Tuesday,5
2016-06-01,54665,18.3,76,84,68,6.7,0,Wednesday,6
2016-06-02,54401,16.1,68.9,82.9,62.1,9.2,0,Thursday,6
2016-06-03,38975,15.7,66.3,73.9,62.1,6.3,0,Friday,6
2016-06-04,40977,21.6,72.8,82.9,63,5.5,0.02,Saturday,6
2016-06-05,22397,17.4,69.3,82.9,66,7.5,0.27,Sunday,6
2016-06-06,52149,16.1,75.1,87.1,66.9,9.1,0.67,Monday,6
2016-06-07,51812,15.1,79.3,87.1,68,9.1,0,Tuesday,6
2016-06-08,42250,13.6,64.9,87.1,55,13.0,0.01,Wednesday,6
2016-06-09,52905,15.8,63.6,73.9,55,17.1,0.44,Thursday,6
2016-06-10,53299,16,67.9,78.1,55.9,12.0,0,Friday,6
2016-06-11,41030,18.5,74.6,90,59,7.0,0,Saturday,6
2016-06-12,40637,19.7,80.2,90,64,14.0,0.1,Sunday,6
2016-06-13,49069,15.1,66,86,59,16.9,0,Monday,6
2016-06-14,54813,15.5,69,81,59,11.2,0,Tuesday,6
2016-06-15,55049,15.6,75.3,87.1,60.1,6.2,0,Wednesday,6
2016-06-16,46198,14.3,73.3,87.1,66,4.4,0.12,Thursday,6
2016-06-17,54236,16.9,71.2,77,66,6.4,0,Friday,6
2016-06-18,48901,20.9,73,86,63,5.3,0,Saturday,6
2016-06-19,45270,21.2,75.1,86,63,7.5,0,Sunday,6
2016-06-20,52247,15.9,73.4,84,66,6.9,0,Monday,6
2016-06-21,53564,14.3,80.8,89.1,66,10.0,0,Tuesday,6
2016-06-22,55749,15.7,77.9,89.1,66.9,8.8,0,Wednesday,6
2016-06-23,53206,14.6,74.3,86,66.9,6.8,0,Thursday,6
2016-06-24,54186,15.9,74.7,84.9,68,8.7,0,Friday,6
2016-06-25,43000,20.5,73.3,84.9,64.9,8.0,0,Saturday,6
2016-06-26,42992,19.9,75.8,86,64.9,7.5,0,Sunday,6
2016-06-27,47023,15,75.7,86,69.1,9.9,0,Monday,6
2016-06-28,49593,14.7,72.6,84,69.1,9.3,0.54,Tuesday,6
2016-06-29,54882,14.8,75.7,87.1,70,5.5,0.07,Wednesday,6
2016-06-30,54843,14.3,77.6,87.1,70,6.9,0,Thursday,6
2016-07-01,39669,17,76.9,87.1,70,8.4,0,Friday,7
2016-07-02,35837,20.7,72.9,81,68,11.5,0.28,Saturday,7
2016-07-03,35348,23.1,75.4,82,68,7.3,0,Sunday,7
2016-07-04,34860,20.7,76.7,86,69.1,7.8,0,Monday,7
2016-07-05,43744,14.8,76,89.1,69.1,6.3,1.08,Tuesday,7
2016-07-06,51353,14.8,85.8,96.1,69.1,5.3,0.57,Wednesday,7
2016-07-07,48742,14.1,85.1,96.1,77,7.3,0,Thursday,7
2016-07-08,44419,16.5,78.8,93,73.9,6.5,0.02,Friday,7
2016-07-09,38142,17.6,70.3,86,66,9.0,0.01,Saturday,7
2016-07-10,41991,21,73,81,66.9,7.0,0.41,Sunday,7
2016-07-11,52870,15,74.5,82,68.5,8.7,0,Monday,7
2016-07-12,56537,16,76.6,84,69.1,8.1,0,Tuesday,7
2016-07-13,55486,16.7,78.1,86,71.1,8.8,0,Wednesday,7
2016-07-14,50350,15.6,80.4,91,73,7.8,0,Thursday,7
2016-07-15,48572,15.1,86.6,91.9,75,6.4,0.5,Friday,7
2016-07-16,38406,18.1,84.1,91.9,77,8.0,0,Saturday,7
2016-07-17,41347,20.5,83.1,93,77,5.1,0,Sunday,7
2016-07-18,43687,15.4,86.3,97,77,8.5,0,Monday,7
2016-07-19,54593,15.4,80.2,97,75.9,10.9,0.12,Tuesday,7
2016-07-20,57225,15.3,77.9,88,71.1,7.2,0,Wednesday,7
2016-07-21,54842,15.4,80.9,91,71.1,8.3,0,Thursday,7
2016-07-22,49191,15.7,85.1,98.1,75,11.3,0,Friday,7
2016-07-23,37523,18.1,89.5,99,75.9,11.0,0,Saturday,7
2016-07-24,39637,21.1,85.2,99,75.9,7.0,0,Sunday,7
2016-07-25,35379,14.4,84.3,93.9,75.9,8.2,0.02,Monday,7
2016-07-26,52912,15.4,81.7,93.9,75,8.3,0.77,Tuesday,7
2016-07-27,54163,15.9,84.5,93.9,75,6.6,0,Wednesday,7
2016-07-28,50151,14.9,84.7,93.9,77,6.1,0,Thursday,7
2016-07-29,37703,15.6,78.1,93.9,71.1,8.3,0.89,Friday,7
2016-07-30,27780,17.5,78.4,84.9,71.1,7.2,0.13,Saturday,7
